url,Prompt
https://image.lexica.art/sm2/8f59b06c-db96-4e62-ba8a-9de9b83152c8,"a Keanu Reeves, realistic scifi cyberpunk power armor robot, detailed, centered, digital painting, artstation, concept art, donato giancola, Joseph Christian Leyendecker, WLOP, Boris Vallejo, Breathtaking, 8k resolution, extremely detailed, beautiful, establishing shot, artistic, hyperrealistic, beautiful face, octane render, cinematic lighting, dramatic lighting, masterpiece"
https://image.lexica.art/sm2/e9ee325a-c9c5-4a64-a5b3-4cda279f6b9a,"pixel art tokyo. 3d pixel art 4k wallpaper. incredible pixel art details. flowers. pixel art. lots of flowers in foreground, detailed unreal engine pixel art."
https://image.lexica.art/sm2/ba997fa3-1c2f-4d73-b878-79b560e6d7ed,"Iridescent, flying insect, scales, wings, blues, textured, intricate, ornate, shadowed, pale muted colors, 3d, highly detailed, deco style, by tim burton, by dale chihuly, by hsiao-ron cheng, by cyril rolando, by h. r. giger $plastic$ grid:true lenoid afremov style, african art, wet, fire"
https://image.lexica.art/sm2/e0c3d0da-5fc6-4e67-ae89-13f0c7e479bb,an anthropomorphic bear in a white lab coat suit
https://image.lexica.art/sm2/d9d02ce7-a694-4b26-a21d-3d58fc79a0b0,"directed by Wes Anderson, family of aliens celebrating new year on mars, indian style, 80s movie poster, imax, very bright studio lightning, fuji velvia 100, masterpiece, full frame, centered, 28mm lens, perfect body, perfect eyes, breathtaking, beautiful, detailed face, artistic"
https://image.lexica.art/sm2/37a091ef-ee36-4ec7-8af2-2267d4e7e234,"hyperrealistic time portal, stunning 3 d render inspired by istvan sandorfi & greg rutkowski, perfect symmetry, dim volumetric cinematic lighting, 8 k octane comprehensive render, extremely mega hyper - detailed and lifelike attributes & atmosphere, intricate, realistic flesh texture, masterpiece, artstation, stunning,"
https://image.lexica.art/sm2/1fd814fe-6101-4456-a2d4-81ed39e3a9bd,"Portrait of cute girl with horns white hair purple eyes, cloudy sky background lush landscape illustration concept art anime key visual trending pixiv fanbox by wlop and greg rutkowski and makoto shinkai and studio ghibli"
https://image.lexica.art/sm2/8ca22027-9d08-420e-a904-cb3a7e8c4d6b,"Sci-fi graphic novel meets seinen manga style. A sprawling, futuristic space station with sleek, high-tech architecture and intergalactic threats lurking around every corner; a team of rugged, experienced spacefaring heroes protecting the galaxy; by Alan Moore, Masamune Shirow, Warren Ellis, Tsugumi Ohba, Gene Luen Yang, intensity, danger, experience"
https://image.lexica.art/sm2/79e415cd-3209-4b97-b125-834ff0547ec5,"Vintage anime screenshot from Akira, 90’s anime aesthetic. A stunning maximalist screenshot of the protagonist. He is running towards a rocket ship taking off. Aesthetic."
https://image.lexica.art/sm2/9c0bac31-ea5f-41ea-b6cf-f03d94126222,"Ultra hd! editorial, ivory and chrome blue  iso 400, surrealistic, 8k ,on display bmw m1 cabriolet , in museum ,simon stalenhag"
https://image.lexica.art/sm2/61d0b2c3-72f1-426d-9afd-86cb98f389f1,"a tshirt design of Satanic wolf, symmetrical, low details, digital art, solid colors, sharp focus, trending on art station, print art, black and white, empty background"
https://image.lexica.art/sm2/0b3788a5-7806-4e53-a96c-d98cf17b97ea,"Intricate symbol of a black sun, flowers"
https://image.lexica.art/sm2/29afe3d0-82e3-4f29-9197-bc2e0e8ba3fd,"a variety of desserts on a wooden table, extreme detail, vivid colors, anime style illustration, inside a warmly lit cafe with rain outside, 4k hd"
https://image.lexica.art/sm2/4571c62b-8d8f-4c72-8933-87633d72a19d,"vintage seamless wallpaper pattern. floral, colourful, print, design, red background, seamless, tileable, ornament."
https://image.lexica.art/sm2/06a6cbe0-2656-475b-8eac-67063e318a05,"Kaori from akira wearing transparent raincoat, cyborg parts, rainy neo tokio photo shoot, cyberpunk"
https://image.lexica.art/sm2/8c5e76e9-375f-463b-ba15-3666058ceeef,"flat design, woman cooking"
https://image.lexica.art/sm2/50fa1e8f-379d-4d32-afc4-824accbc6f4c,"“ george costanza and danny devito having a swordfight, very epic, digital art, greg rutkowski ”"
https://image.lexica.art/sm2/17bc327b-4033-4a2d-bf7b-3742590f2f35,"symmetry product render poster vivid colors divine proportion shoes, ice and snow, glowing fog intricate, elegant, highly detailed, digital painting, art station, concept art, smooth, sharp focus, illustration,"
https://image.lexica.art/sm2/22430bc0-d06b-4195-b768-ab471882a714,"cute chibi cat, representing Lunar New Year, 3D, unreal engine"
https://image.lexica.art/sm2/a26e4ea0-f643-4dac-adf0-2f314158b0a6,"Space exploration rocket logo, stylized vector art, minimal, curves, flat colors, dark background"
https://image.lexica.art/sm2/5d9b8933-e3e1-4327-a713-922ca5cc7a83,Manly muscular human iguana hybrid stroking chin in an attractive manner under neon lights alleyway
https://image.lexica.art/sm2/b062761e-e9c0-4bf7-9920-4a6fd762e3eb,"""Extremely Ultrarealistic Photorealistic cute creature holding a flower in a vast jungle, by James Jean and Android Jones: Jeff Koons: Erin Hanson: Joe Fenton: Dan Mumford: professional photography, natural lighting, volumetric lighting maximalist photoillustration 8k resolution concept art intricately detailed, complex, elegant, expansive, fantastical:"""
https://image.lexica.art/sm2/558cbe4a-c89f-40c0-b863-001df1154d90,"A chibi style drawin, anime girl, samurai in a garden on a spring day, by martine johanna and simon stalenhag and chie yoshii and casey weldon and wlop : : dynamic, particulate, rich colors, intricate, elegant, kawaii"
https://image.lexica.art/sm2/f5bffc64-2bd2-470c-94da-ea0e2e456888,if iron man and batman were one person and they where african
https://image.lexica.art/sm2/7e543d82-0b97-4e71-9351-30572d675afe,"HBO style image, Robot grabbing the world in the hands, the world is seen with the details and hands. Digital art masterpiece, highly detailed and coherent, striking shadows, daylight, studio lighting, 50mm f1.4, 4k octane render."
https://image.lexica.art/sm2/e7fafd69-8c37-481a-a099-2b92e42ae11b,"tetsuo observing the ruins of neo - tokyo, red cape, akira | anime, matte painting, dystopian megacity neo - tokyo akira, shaded perfect, fine details. realistic shaded lighting anime manga artwork by katsuhiro otomo, akira, artgerm, jeremy lipkin and michael garmash and rob rey"
https://image.lexica.art/sm2/a8e36834-87da-4a85-af54-d5fee0415325,"Cute and adorable cartoon fluffy baby rhea, fantasy, dreamlike, surrealism, super cute, trending on artstation"
https://image.lexica.art/sm2/e14b7871-251b-46f8-b621-07887c8c4e90,"Strange alien creature in Stylish haute couture outfit worn by model in the style of 70's vintage Sci Fi French comic book, Métal hurlant, had drawn, JEAN GIRAUD , MOEBIUS, surrealism. detailed line art. fine details. inside a space ship."
https://image.lexica.art/sm2/7c168776-7955-474d-8605-7b8762bc52de,"with giant flower, field of flowers hills, big trees, dramatic sunrise light, impressionist painting, colorful clouds, digital painting, pointillism, artistic station, simon stalenhag"
https://image.lexica.art/sm2/c81cff54-187f-4e46-a805-edf48c4147fd,"""Stormtrooper in a Jungle"" by Syd Mead, cold color palette, muted colors, detailed, 8k"
https://image.lexica.art/sm2/f0aa7fe8-7f6e-4942-bca3-d54b8f9d8f93,Amusement park with a ferris wheel of lilac and yellow pink lights
https://image.lexica.art/sm2/5387384f-37f8-4adf-a0aa-16dbe34b4ac1,"photo of fusion of a robot monster with an alien in the space, style of laurie greasley, studio ghibli, akira toriyama, james gilleard, genshin impact, trending pixiv fanbox, acrylic palette knife, 4k, vibrant colors, devinart, trending on artstation, low details, light colors, dark background"
https://image.lexica.art/sm2/b34442b3-971f-48bb-bc48-92e0f226b755,"An ultra hd detailed painting of many different types of colorful bird by android jones, earnst haeckel, james jean. behance contest winner, generative art, baroque, intricate patterns, fractalism, movie still, photorealistic"
https://image.lexica.art/sm2/3b49ca1f-27c0-457a-91ad-fe1268943ae1,Papa Noel prendiendo fuego a un arbol de navidad
https://image.lexica.art/sm2/677dd9e2-518a-4cc8-944a-1c00ab6c0df6,"Realistic detailed image of a a beautiful girl bending and smoking weed in flames, fighting a sorcerer and demons. Scene in the style of francis bacon, surreal, norman rockwell and james jean, greg hildebrandt, and mark brooks, triadic color scheme, by greg rutkowski, in the style of francis bacon and syd mead and edward hopper and norman rockwell and beksinski, open ceiling, highly detailed, painted by francis bacon, painted by james gilleard, surrealism, airbrush, ilya kuvshinov, wlop, stanley artgerm, very coherent, art lenoid afremov style"
https://image.lexica.art/sm2/42876e74-e431-4217-ad50-9e2588c722fe,Princess mononoke dressed in the independence Catalan flag
https://image.lexica.art/sm2/c73c8749-aac4-4f07-aab4-bacb64ee158b,"fractal structure, tangled mandala vortex, hyperdetailed, photorealistic,by Gerardo Dottori and Odilon Redon, octane render, zbrush, art alien, extremely detailed, pastel colors, trending on artstation"
https://image.lexica.art/sm2/27e59360-8194-4c4b-b132-b2df2ef27608,"Black dragon, red demonic eyes, red smoke background, photorealistic, ultra detailed, trending on artstation, concept art, octane render, unreal engine, by shinji aramaki, by christopher balaskas, by krenz cushart"
https://image.lexica.art/sm2/e2696352-7df8-46e5-9140-bb3fd948c842,"hyperrealistic neo - rococo solarpunk aesthetic minimal gameboy console.  highly detailed digital art masterpiece, smooth cam de leon eric zener dramatic pearlescent soft light, white, ground angle hd 8 k, sharp focus"
https://image.lexica.art/sm2/6bf1e1d6-2c39-4d41-904d-e725d643d4e7,"stylish haute couture outfit worn by model in the style of 90's vintage anime, surrealism, akira style. detailed line art. fine details. inside a 7/11 in tokyo"
https://image.lexica.art/sm2/d61b07f2-c69f-4ac7-89e7-a49ef32575ed,"hyper relistic majestic rooster with a carnival mask, 
open wings, colourfull and large feathers, hyper detailed, ultra-sharp, octane render, 8 k, illustration, highly detailed, simple, smooth and clean vector, no jagged lines, vector art, smooth,  by lisa yuskavage, by serov valentin, by tarkovsky, 8 k render, detailed, cute cartoon style, very cute adorable face"
https://image.lexica.art/sm2/010d0aea-4e57-4216-9a7c-fc67cf7e7146,"Isometric clean pixel art image
of outside of cute design studio"
https://image.lexica.art/sm2/87b212f8-d29d-4742-a2fc-0924b4207e42,"Chaotic stunning san francisco, illustrated by hergé, style of tin tin comics, pen and ink. vintage 90's"
https://image.lexica.art/sm2/c75c4080-2380-4f70-8070-c18b963a8308,"a cockatoo extremely detailed, 8k, isolated on black background"
https://image.lexica.art/sm2/8604d574-40b0-446d-b2a8-be935af0b602,"a realistic San-Francisco cityscape, from the roof, tall terrace, hills, Golden Gate, houses, parks, and hell bursting in style of Wayne Thiebaud and Bosch"
https://image.lexica.art/sm2/19ed0ccd-4800-4346-bc4a-70eb2c614233,"motorcycle, cyberpunk, blue helmet, petty girl, night city, unreal engine 5, hyper detailed, 8k resolution, photo, realistic, Cinematic"
https://image.lexica.art/sm2/7d13f6e6-cae7-4543-87e0-28080cb2b2e6,mech robot with large weapons on top with hexagonal bases
https://image.lexica.art/sm2/9bf1ed5b-602c-4d1f-8741-5b783c99c13a,un dinosaure avec une robe
https://image.lexica.art/sm2/70111ce2-9c63-4ba8-b79f-7a5c019c5830,"""Extremely Ultrarealistic Photorealistic cute creature holding a flower in a vast jungle, by James Jean and Android Jones: Jeff Koons: Erin Hanson: Joe Fenton: Dan Mumford: professional photography, natural lighting, volumetric lighting maximalist photoillustration 8k resolution concept art intricately detailed, complex, elegant, expansive, fantastical:"""
https://image.lexica.art/sm2/6a621672-7dd2-4375-8fb2-1062a8dfc3b7,"rihanna, a very exotic crossword. intricate, elegant, highly detailed, digital painting, artstation, smooth, sharp focus, art by artgerm and greg rutkowski and alphonse mucha"
https://image.lexica.art/sm2/ad215550-b337-4e58-adb2-439b413aba70,"“ spiderman sitting on a roof looking down at a city below, extremely detailed"
https://image.lexica.art/sm2/2da34829-fa2a-42bb-b81d-d1f56d0ead56,"A full body pin-up girl near a robot, there is ugliness in beauty, but there is also beauty in ugliness. in the style of peter driben, rolf anstrong, forest h. glouw, surrealism, dark art by james jean, takato yamamoto, 1950 retro future art cubist designs borders lines decorations space machine, muted colors inspired by baptiste monge"
https://image.lexica.art/sm2/019bce80-34c7-41d3-8985-b9ed16aabb7a,"Happy cute cow cartoon character in old Disney style in 2d, milk, farm background, HDR, ray tracing, global illumination, Unreal Engine 5"
https://image.lexica.art/sm2/e4d0b418-2707-415b-a86b-8c036add95ff,"Disney Pixar style, hamster made of fluffy Multicolored fluffy, smiling, centered, artstation trends, clear focus,8k, perfect composition,
intricate details, very detailed, Greg Rutkowski"
https://image.lexica.art/sm2/d0ea874e-8078-47f2-a230-8f6a9d88fd21,"!dream Fantasy emerald knight, moonlit, HD, illustration, epic, D&D, fantasy, intricate, elegant, highly detailed, digital painting, artstation, concept art, smooth, sharp focus, illustration, art by artgerm and greg rutkowski and alphonse mucha, monster hunter illustrations art book"
https://image.lexica.art/sm2/9068b5da-845d-40cc-93c6-790898f02422,"A cute tiny mouse holding a piece of luxury cheese in a vast jungle, pixar ratatouille, photorealistic, 8k resolution concept art intricately detailed, complex, elegant, expansive, fantastical, high resolution, super detailed, with a clear focus on the mouse and a highly detailed character design. Vibrant colors should be used to bring the mouse to life, with the emphasis on the mouse's fluffiness and character."
https://image.lexica.art/sm2/1187249e-f7e5-4dec-ab24-669deb6b732d,"a very cute robot bunny made from modular synthesizers, analog synthesizers, c4d render"
https://image.lexica.art/sm2/c5ca5ced-1730-403c-9ab3-2135610cebba,"African-American man sells astronaut helmet at gas station, on the street"
https://image.lexica.art/sm2/61e68067-9f06-4108-9d8f-b1797ba40c4d,"pink palette, abstract floral all-over print, group photo of laughing Hispanic supermodels with pigtails, slinky ruffles jumpsuit, ornate stitching pattern, constrast side-stripe, form-fitting open-face hood, speedskating suit with hood, rubber catsuit, highly detailed, 8K, maximum upscaled, decorative accents"
https://image.lexica.art/sm2/f671686f-347f-40bc-953b-14dd44770574,"Game boy, Costumes and props, Knolling, Knolling layout,  Deconstruction, Highly detailed, Depth, Many parts, Lumen render, 8k"
https://image.lexica.art/sm2/a6e07caa-5f6c-449c-9fb4-0e7e53510314,"Cute little Pikachu waving and smiling greeting me in front of the theater door, unreal engine, cozy interior lighting, art station, detailed digital painting, cinematic, character design by mark ryden and pixar and hayao miyazaki, unreal 5, daz, hyper realistic, octane rendering"
https://image.lexica.art/sm2/0f8ec2ee-c7e7-4fd5-b3dc-e0f87f3b2448,"""Picnic in Dolores Park San Francisco"" by Syd Mead, stunning detail, muted tones, high resolution"
https://image.lexica.art/sm2/a076ecde-b022-44f9-94f0-fb177d333e93,"Panda ninja, cartoon style"
https://image.lexica.art/sm2/3c07f20b-bf74-4a4c-80f8-3cd8018b25fe,"Futuristic Vintage Medium Shot 1920's Poster electronik vintage police girl robot and ofice , 1820, unreal engine, cozy indoor lighting, artstation, detailed, cinematic, daz, hyperrealistic, octane render"
https://image.lexica.art/sm2/c51646ff-9ea3-48dd-bd4b-cc953c28a2b6,"a stylish girl wearing stylish streetwear in a convenience store, Oil painting, by Ilya Kuvshinov, Greg Rutkowski and Makoto Shinkai"
https://image.lexica.art/sm2/94e3b730-ef27-43d2-bd9c-1d58d4732183,"A male athlete jumps from a low jump into a pool of ideas. Welcome swimming Einstein, Newton, Michelangelo. Disney style ,oil painting on canvas."
https://image.lexica.art/sm2/f93704df-e653-43d8-a026-806ef942ca73,man commanding a robot to use computer
https://image.lexica.art/sm2/a28f0db0-cc65-4e86-ad71-8d50aa8e9210,isometric render of the bedroom interior of a a modern middle-class house
https://image.lexica.art/sm2/27391a2f-7279-4bb2-a84b-5ffab4f9fd3d,"arcane style, one single colorful potion in a round bottle with a glowing galactic landscape inside of it on a messy brown table, papers and books, sunlight from a window, soft lighting, atmospheric, bottle is the focus. by makoto shinkai, stanley artgerm lau, wlop, rossdraws, james jean, andrei riabovitchev, marc simonetti, krenz cushart, sakimichan,"
https://image.lexica.art/sm2/eb814f42-7a57-466e-accd-948228057692,a cute fluffy tiny mouse holding an AR-15 assault rifle.
https://image.lexica.art/sm2/1f40ef0e-2d41-4710-86ec-233889fd1954,"""Extremely Ultrarealistic Photorealistic cute creature holding a flower in a vast jungle, by James Jean and Android Jones: Jeff Koons: Erin Hanson: Joe Fenton: Dan Mumford: professional photography, natural lighting, volumetric lighting maximalist photoillustration 8k resolution concept art intricately detailed, complex, elegant, expansive, fantastical:"""
https://image.lexica.art/sm2/7dbaed6f-75b3-4adf-b746-1442624bb6ca,"vintage poster of software programmer at his desk in a nice open space office, in front of a computer and a rubber duck, chatting with an artificial intelligence and rubber ducking debugging, in style of noma bar"
https://image.lexica.art/sm2/80c4ea3d-d282-4194-a6f2-0b8484173812,"Astronaut white suit closed helmet, funko pop, black space background"
https://image.lexica.art/sm2/ff75bb41-c8b1-47ce-9b77-83d4c4f62fa8,A cute robot artist painting on an easel. Concept art
https://image.lexica.art/sm2/6938ecb9-e192-4ad3-ba20-562e14f2d8f5,"a detailed portrait of cat giving thumbs up illustrator, by justin gerard and greg rutkowski, digital art, realistic painting, dnd, character design, trending on artstation"
https://image.lexica.art/sm2/1eb3f707-9d4e-42cc-a452-3401f7ff13cc,"distopic future, alien space ship above the sky, earth as a pos-apocalyptic paradise, a half human half vulcan girl with pointy ears at the center o the image looking at the sky, cinematic"
https://image.lexica.art/sm2/ede5c7fe-9560-4126-85b2-3046552726af,"Symmetry product render poster vivid colors classical proportion car, glowing fog intricate, elegant, highly detailed, digital painting, art station, concept art, smooth, sharp focus, illustration"
https://image.lexica.art/sm2/20b547e4-9790-43d8-bbf0-a7ce8369b537,"An astronaut laying down in a bed of millions of vibrant, colorful flowers and plants, photoshoot"
https://image.lexica.art/sm2/9fff0627-62b8-4f37-b039-7b7b49dc335d,"Robot destroyed to pieces with glowing yelow visor as a realistic scifi cyberpunk knight, medium shot, intricate,unreal engine, cozy indoor lighting, artstation, detailed, digital painting,cinematic,character design by mark ryden and pixar and hayao miyazaki, unreal 5, daz, hyperrealistic, octane render"
https://image.lexica.art/sm2/187bcc75-e7ee-4633-bead-a7713b8a026c,Human iguana hybrid reading newspaper in rio with no arms or legs
https://image.lexica.art/sm2/677f83aa-a5f1-4773-8eec-e6f167b9a382,"simon stalenhag,8k resoultion,hyper realstic , motorcycle,car. spaceship"
https://image.lexica.art/sm2/72642050-a32e-4b10-aab6-e3feb39de390,"highly detailed portrait of halo, sunglasses, blue eyes, tartan scarf, white hair by atey ghailan, by greg rutkowski, by greg tocchini, by james gilleard, by joe fenton, by kaethe butcher, gradient yellow, black, brown and magenta color scheme, grunge aesthetic!!! graffiti tag wall background"
https://image.lexica.art/sm2/be6d874d-9ba5-43bf-8ce1-b6c2df5261ea,"Cute and adorable minion waving and smiling greeting me, unreal engine, cozy interior lighting, art station, detailed digital painting, cinematic, character design by mark ryden and pixar and hayao miyazaki, unreal 5, daz, hyper realistic, rendering octane"
https://image.lexica.art/sm2/3fd00246-1808-45ab-8cb2-d1750d30cb41,"a feather with painting on it with a pastel aesthetic, studio ghibli, white background, character design, fantasy, 8 k resolution"
https://image.lexica.art/sm2/e6ac43d8-b6be-4406-aa5f-c19a11739bc7,pixel art of Lombard Street in San Francisco. lots of people. 3d pixel art 4k wallpaper. incredible pixel art details. flowers. unreal engine pixel art.
https://image.lexica.art/sm2/defe840c-bc52-4bd4-9625-4cb52e537483,"Highly detailed portrait of an astronaut. vintage style with a bright and cheerful color scheme, vivid pink hair, featuring a mix of pastel blues, pinks, and purples, standing with his arms folded, surrounded by a swirl of energy. The background is a colorful cartoon landscape, with fluffy clouds and a rainbow. The background is a stark, metallic landscape, with a futuristic cityscape visible in the distance. by atey ghailan, by eduard hopper, by greg tocchini, by james gilleard, grunge aesthetic graffiti"
https://image.lexica.art/sm2/e39e4363-7ed8-47e3-a4d9-fb82480df02d,"1980s product catalog photograph for a stylish wearable computer, SONY special edition collection, attractive female model"
https://image.lexica.art/sm2/1ba9b5bd-631b-4997-8889-c9a0b8ddc843,"Nethkhadar the lord of night, warhammer fantasy, tim burton, hr geiger, purple, cosmos"
https://image.lexica.art/sm2/7005a184-a466-4af9-ae1b-c30360561bfe,"alberto seveso art, dancing sillhouette of a woman , water ink, ink water, ink cloud, alberto seveso art, loose painting style, intricate detail, cinematic lighting, octane render, 8k render, volumetric lighting, liquide painting, dark , horns demon oni , flame fire"
https://image.lexica.art/sm2/51c224e4-d7c8-4ea9-b73b-c3106ade0d93,"anime style, best quality, solo, casual clothes, jean, star shaped pupils, chocker, luna shaped earrings, (colorful white hair)), red eyes, neck length hair, colorful pupils, star shaped eye highlight, (hair over one eye), dark night sky , amazing night sky, park, big smile, oversized jacket, cool, chill, star shaped iris, good anatomy, highly detailed, fit, white sweat jacket with hoodie,
splash, colorful paint, colorful streaked hair, 1girl, ((face focus, zoom to the face, zoom, depth of field, glowing eye, star in eyes, multi colored eyes)), shiny eyes, blonde hair, double bun, eyelashes, close-up, lips, lipstick, long smile, freckles, woman, small details, ultra detailed, close fists, c cup, black tank top, tattoo, keychain, (intricate details, volumetric lighting, cinematic lighting, masterpiece, award-winning, macro vivid colors, photorealistic, moody, rule of thirds, majestic, detailed, portrait, elegant, realistic shadow), looking at viewer, underwater, wet surface, beach, cities street, beautiful clouds, colorful, oil painting, realistic lighting, masterpiece"
https://image.lexica.art/sm2/80edae74-7fe1-4883-9e6e-a5bc1a332d81,"still from studio ghibli movie'alone in san francisco'; 8 k ; very detailed, focused, colorful, antoine pierre mongin, trending on artstation ;"
https://image.lexica.art/sm2/2fb9b225-4968-48f8-b9ff-d0977694c8f4,"cartoon family doing shopping, white background, cartoon blender 3D"
https://image.lexica.art/sm2/a982aa2c-5395-469f-8e99-d4d1542a0d1e,"New Year greeting card for the New Year 2023! A Christmas tree decorated with shiny Christmas toys and garlands. Underneath it are a variety of gifts sea, realism, smooth, trending on artstation, high quality, beautiful. Fun. Part vinage, part realism, part futurism.  8 k resolution, hyper detailed, d & d, character design, digital painting, trending on artstation, sharp focus, illustration, art by artgerm, viktoria gavrilenko, steve zheng, terry rogers"
https://image.lexica.art/sm2/acd138b2-cfe1-4ea5-ab72-da7ac146101c,"""Woman starship captain in command of starship cockpit control center, lots of controls"" by Syd Mead, cold color palette, muted colors, detailed, 8k"
https://image.lexica.art/sm2/7f835b02-a4db-4809-b5d9-245961faeb58,"A massive space ship, looks like a f-22 raptor, outer space, scifi, turrets, planet in background, ion engines, antigravity, single ship, abandoned in space, damaged, scared, desolate, less round has angular elements"
https://image.lexica.art/sm2/396ac779-d066-4e62-85b2-c9403eed0e38,"Futuristic international orange gameboy console.  highly detailed digital art masterpiece,. Detailed render. sleek. Slim. Minimalism. Stunning design."
https://image.lexica.art/sm2/ecd0875a-894c-4b50-8787-2d83d7f5219d,cute cat morning sunshine flowers
https://image.lexica.art/sm2/a89c13b1-6261-487b-9af9-2edbf4425efd,peacock watercolor lily's
https://image.lexica.art/sm2/80035cf7-840d-49ca-9b97-96e4fa63d461,"An astronaut in a rose garden on a spring day, by martine johanna and simon stalenhag and chie yoshii and casey weldon and wlop : : ornate, dynamic, particulate, rich colors, intricate, elegant, highly detailed, harper's bazaar art, fashion magazine, smooth, sharp focus, 8 k, octane render,"
https://image.lexica.art/sm2/00684692-31d0-42b7-83d9-d1d478c2d709,"hyperrealistic neo - rococo solarpunk aesthetic minimal gameboy console.  highly detailed digital art masterpiece, smooth cam de leon eric zener dramatic pearlescent soft light, ground angle hd 8 k, sharp focus"
https://image.lexica.art/sm2/7ea3850c-06fb-4cb0-95b4-ff12afdf9a29,"vintage personal handheld computer device, 1990s, retro mini computer, c4d render, vaporwave aesthetic, product photography,"
https://image.lexica.art/sm2/c994a09b-4d37-43cc-a4d7-8ef135e7828a,".Your thoughts become your reality cloud, sky, and sun in the background, palms, see. renaissance aesthetic, Star trek aesthetic, pastel colors aesthetic, intricate fashion clothing, highly detailed, surrealistic, digital painting, concept art, sharp focus, illustration, unreal engine art by artgerm and Greg Rutkowski"
https://image.lexica.art/sm2/c7f52d6a-17fd-494c-b2df-4920e482d7f9,A girl flying a kite in field of flowers under a bright sun and strong winds
https://image.lexica.art/sm2/fa801432-6575-4dcb-8ea9-aa97630f5921,"(((masterpiece))),best quality, illustration,(beautiful detailed girl),beautiful detailed glow,detailed ice,beautiful detailed water,(beautiful detailed eyes),expressionless,(floating palaces),azure hair,disheveled hair,long bangs, hairs between eyes,(skyblue dress),black ribbon,white bowties,midriff,{{{half closed eyes}}},big forhead,blank stare,flower,large top sleeves"
https://image.lexica.art/sm2/59288cc2-c432-4c67-be73-eabb59a06ac1,"Architectural digest photo of a maximalist bathroom living room with lots of flowers and plants, golden light, award winning masterpiece with incredible details big windows, highly detailed, harper's bazaar art, fashion magazine, smooth, sharp focus, 8 k, octane render"
https://image.lexica.art/sm2/d94d4d3e-4b60-4d49-ae3f-766761661ef4,"techno magic robot, with a small stylish gold signature on metal, surrounded by techy glowing glitch magic, intersting composition, casette futurism, d & d, sketchy lines and brushstrokes, no blur, 4 k resolution, ultra detailed, style of greg rutkowski, zac retz, kawase hasui, beeple, eddie mendoza, alphonse mucha,"
https://image.lexica.art/sm2/7f3a5776-ee82-46be-8ee6-dcfcc81a798b,"hal 9000, 8k"
